hs_code,description,mfn_rate
2914290015,"Oestr-5(10)-en-3,17-dion (CAS RN 3962-66-1)",0.055
2914290020,Cyclohexadec-8-enon (CAS RN 3100-36-5),0.055
2914290025,Cyclohex-2-enon (CAS RN 930-68-7),0.055
2914290030,"(R)-p-Mentha-1(6),8-dien-2-on (CAS RN 6485-40-1)",0.055
2914290035,4-(trans-4-Propylcyclohexyl)cyclohexanon (CAS RN 82832-73-3) med en renhedsgrad på 95 vægtprocent eller derover,0.055
2914290055,1-(Cedr-8-en-9-yl)ethanon (CAS RN 32388-55-9) med en renhedsgrad på mere end 90 vægtprocent,0.055
2914290060,Cyclopropylmetylketon (CAS RN 765-43-5),0.055
2914290065,3-Methylcyclopent-2-enon (CAS RN 2758-18-1) med en renhedsgrad på 98 vægtprocent eller derover,0.055
2914290075,Bornan-2-on (CAS RN 76-22-2) med en renhedsgrad på 90 vægtprocent eller derover,0.055
2914290090,Andre varer,0.0
2914310000,Phenylacetone (phenylpropan-2-on),0.055
2914390015,"2,6-Dimethyl-1-indanon (CAS RN 66309-83-9)",0.055
2914390025,"1,3-Diphenylpropan-1,3-dion (CAS RN 120-46-7)",0.055
2914390030,Benzophenon (CAS RN 119-61-9),0.055
2914390060,4-Metylbenzophenon (CAS RN 134-84-9),0.055
2914390070,Benzil|(CAS RN|134-81-6),0.055
2914390080,4'-Metylacetofenon (CAS RN|122-00-9),0.055
2914390090,Andre varer,0.0
2914401000,4-Hydroxy-4-methylpentan-2-on (diacetonalkohol),0.055
2914409010,Benzoin (CAS RN 119-53-9) med en renhedsgrad på 99 vægtprocent og derover,0.03
2914409090,Andre varer,0.03
2914500015,"1,1-dimethoxyacetone (CAS RN 6342-56-9) med en renhedsgrad på 98 vægtprocent og derover",0.055
2914500018,4'-Hydroxyacetophenon (CAS RN 99-93-4) med en renhedsgrad på 99 vægtprocent og derover,0.055
2914500023,1-[2-(Oxiran-2-ylmethoxy)phenyl]-3-phenylpropan-1-on (CAS RN 22525-95-7) med en renhed på 99 vægtprocent eller derover,0.055
2914500025,4'-Methoxyacetophenon|(CAS RN 100-06-1),0.055
2914500028,"1,1'-{(2-hydroxypropan-1,3-diyl)bis[oxy(6-hydroxybenzen-2,1-diyl)]}diethanon (CAS RN 16150-44-0) med en renhed på 98 vægtprocent eller derover",0.055
2914500035,2-Hydroxy-1-[4-[4-(2-hydroxy-2-methylpropanoyl)phenoxy]phenyl]-2-methylpropan-1-one (CAS-RN 71868-15-0),0.055
2914500040,4-(4-Hydroxyphenyl)butan-2-on|(CAS RN 5471-51-2),0.055
2914500045,"3,4-Dihydroxybenzophenon (CAS RN 10425-11-3)",0.055
2914500048,"7-Hydroxy-3,4-dihydronaphthalen-1(2H)-on (CAS RN 22009-38-7) med en renhedsgrad på 98 vægtprocent eller derover",0.055
2914500060,"2,2-Dimethoxy-2-phenylacetophenon (CAS RN 24650-42-8)",0.055
2914500080,"2',6'-Dihydroxyacetophenon (CAS RN 699-83-2)",0.055
2914500090,Andre varer,0.055
2914610000,Anthraquinon,0.055
2914620000,Coenzym Q10|(ubidecarenon (INN)),0.055
2914691000,"1,4-Naphtoquinon",0.0
2914698010,2-Ethylanthraquinon (CAS RN 84-51-5),0.055
2914698030,"1,4-Dihydroxyanthraquinon (CAS RN 81-64-1)",0.055
2914698040,p-Benzoquinon (CAS RN 106-51-4),0.055
2914698090,Andre varer,0.055
2914710000,Chlordecon (ISO),0.055
2914790020,"2,4'-Difluorbenzophenon|(CAS RN 342-25-6)",0.055
2914790027,(2-Chlor-5-iodo-phenyl)-(4-fluor-phenyl)-methanon (CAS RN 915095-86-2),0.055
2914790030,5-methoxy-1-[4-(trifluormethyl)phenyl]pentan-1-on (CAS|RN|61718-80-7),0.055
2914790033,"(4R)-4-(2-Fluorphenyl)-3,4-dihydro-2H-naphthalen-1-on (CAS RN 1234356-88-7) med en renhedsgrad på 99 vægtprocent eller derover",0.055
2914790040,Perfluor(2-methylpentan-3-on) (CAS RN 756-13-8),0.055
2914790043,5-Chlorpentan-2-on (CAS RN 5891-21-4) med en renhedsgrad på 95 vægtprocent eller derover,0.055
2914790048,"2-Chlor-3',4'-dihydroxyacetophenon (CAS RN 99-40-1) med en renhedsgrad på 99 vægtprocent eller derover",0.055
2914790050,3’-Chlorpropiophenon (CAS RN 34841-35-5),0.055
2914790060,"4'-tert-Butyl-2',6'-dimethyl-3',5'-dinitroacetophenon (CAS RN 81-14-1)",0.055
2914790070,4-Chlor-4'-hydroxybenzophenon|(CAS RN 42019-78-3),0.055
2914790080,Tetrachlor-p-benzochinon (CAS RN 118-75-2),0.055
2914790090,Andre varer,0.055
2915110000,Myresyre,0.055
2915120000,Salte af myresyre,0.055
2915130010,Estere af Mannitol og estere af sorbitol,0.055
2915130090,Andre varer,0.055
2915210010,af renhed på 99 vægtprocent og derover (CAS RN 64-19-7),0.055
2915210090,Andre varer,0.055
2915240010,Eddikesyreanhydrid (CAS RN 108-24-7) med en renhedsgrad på 94 vægtprocent eller derover,0.055
2915240090,Andre varer,0.055
2915290000,Andre varer,0.055
2915310000,Ethylacetat,0.055
2915320000,Vinylacetat,0.055
2915330000,n-Butylacetat,0.055
2915360000,Dinoseb (ISO) acetat,0.055
2915390015,"4-(2,2-Dichlorcyclopropyl)phenylacetat (CAS RN 144900-34-5) med en renhed på 97 vægtprocent eller derover",0.055
2915390025,2-Metylcyclohexylacetat|(CAS RN 5726-19-2),0.055
2915390033,"2-Tert-butylcyclohexylacetat (CAS RN 88-41-5) med en renhedsgrad på 98 vægtprocent eller derover, med indhold af cis-2-tert-butylcyclohexylacetat (CAS RN 20298-69-5) på 80 vægtprocent eller derover",0.055
2915390035,Cis-3-hexenylacetat (CAS RN 3681-71-8) med en renhedsgrad på 95 vægtprocent eller derover,0.055
2915390040,tert-Butylacetat (CAS RN 540-88-5),0.055
2915390045,4-tert-butylcyclohexylacetat (CAS RN 32210-23-4) med en renhedsgrad på 95 vægtprocent eller derover,0.055
2915390055,Dodec-8-enylacetat (CAS RN 28079-04-1) med en renhedsgrad på 90 vægtprocent eller derover,0.055
2915390065,"Dodeca-7,9-dienylacetat (CAS RN 54364-62-4)",0.055
2915390075,Isobornylacetat (CAS RN 125-12-2),0.055
2915390080,1-Phenylethylacetat (CAS RN 93-92-5),0.055
2915390090,Andre varer,0.0
2915400010,Ethyltrichloracetat (CAS RN 515-84-4) med en renhedsgrad på 98 vægtprocent og derover,0.055
2915400090,Andre varer,0.055
2915500000,Propionsyre samt salte og estere deraf,0.042
2915601100,"1-Isopropyl-2,2-dimethyltrimethylen diisobutyrat",0.0
2915601920,Ethylbutyrat (CAS RN 105-54-4) med en renhedsgrad på 95 vægtprocent eller derover,0.055
2915601990,Andre varer,0.055
2915609000,Pentansyrer samt salte og estere deraf,0.0
2915704010,Methylpalmitat (CAS|RN|112-39-0),0.055
2915704095,"Fedtsyrer med en kulstofkædelængde på C6, C8, C10, C12, C14, C16 eller C18 med en jodværdi på under 105 g/100 g  og med et forhold mellem frie fedtsyrer og triglycerider (»degree of split«, DoS) på mindst 97 %, herunder enkelte fedtsyrer (også kaldet ""pure cut"") og blandinger, der indeholder en kombination af to eller flere kulstofkædelængder",0.055
2915704098,Andre varer,0.0
2915705010,"Fedtsyrer med en kulstofkædelængde på C6, C8, C10, C12, C14, C16 eller C18 med en jodværdi på under 105 g/100 g  og med et forhold mellem frie fedtsyrer og triglycerider (»degree of split«, DoS) på mindst 97 %, herunder enkelte fedtsyrer (også kaldet ""pure cut"") og blandinger, der indeholder en kombination af to eller flere kulstofkædelængder",0.055
2915705090,Andre varer,0.055
2915901500,Perfluorloktansyrer og salte heraf,0.055
2915903010,Methyllaurat (CAS RN|111-82-0),0.055
2915903020,Chlormethyldodecanoat (CAS RN 61413-67-0) med en renhedsgrad på 97 vægtprocent eller derover,0.055
2915903095,"Fedtsyrer med en kulstofkædelængde på C6, C8, C10, C12, C14, C16 eller C18 med en jodværdi på under 105 g/100 g  og med et forhold mellem frie fedtsyrer og triglycerider (»degree of split«, DoS) på mindst 97 %, herunder enkelte fedtsyrer (også kaldet ""pure cut"") og blandinger, der indeholder en kombination af to eller flere kulstofkædelængder",0.055
2915903098,Andre varer,0.055
2915909010,PFOA-beslægtede forbindelser,0.055
2915909020,Methyl (R)-2-fluorpropionat (CAS RN 146805-74-5),0.055
2915909025,"Methyloctanoat (CAS RN 111-11-5), methyldecanoat (CAS RN 110-42-9) eller methylmyristat (CAS RN 124-10-7)",0.055
2915909027,Triethylorthoformiat (CAS RN 122-51-0) med en renhed på 99 vægtprocent eller derover,0.055
2915909030,"3,3-Dimetylbutyrylchlorid (CAS RN 7065-46-5)",0.055
2915909033,Ethyl 8-bromoctanoat (CAS RN 29823-21-0) med en renhedsgrad på 98 vægtprocent eller derover,0.055
2915909043,Trifluoreddikesyreanhydrid (CAS RN 407-25-0) med en renhedsgrad på 98 vægtprocent eller derover,0.055
2915909045,Trimethylorthoformiat (CAS RN 149-73-5),0.055
2915909053,"3-Chlor-2,2-dimethylpropanoylchlorid (CAS RN 4300-97-4) med en renhedsgrad på 98 vægtprocent eller derover",0.055
2915909060,"Ethyl-6,8-dikloroctanoat (CAS RN 1070-64-0)",0.055
2915909085,Ethyltrifluoracetat (CAS RN 383-63-1),0.055
2915909095,"Fedtsyrer med en kulstofkædelængde på C6, C8, C10, C12, C14, C16 eller C18 med en jodværdi på under 105 g/100 g  og med et forhold mellem frie fedtsyrer og triglycerider (»degree of split«, DoS) på mindst 97 %, herunder enkelte fedtsyrer (også kaldet ""pure cut"") og blandinger, der indeholder en kombination af to eller flere kulstofkædelængder",0.055
2915909098,Andre varer,0.0
2916110010,Acrylsyre,0.065
2916110090,Salte af acrylsyre,0.065
2916120010,2-tert-Butyl-6-(3-tert-butyl-2-hydroxy-5-metylbenzyl)-4-metylphenylacrylat|(CAS RN 61167-58-6),0.065
2916120015,"butylacrylat (»BA«) og 2-ethylhexy lacrylat (»2EHA«), der henhører under henholdsvis Chemical Abstracts Service (»CAS«) nr. 141-32-2 og 103-11-7, Customs Union and Statistics (»CUS-kode«) nr. 0012413-0 og 0017228-1",0.065
2916120090,Andre varer,0.065
2916130030,"Hydroxyzinkmethacrylat, i pulverform (CAS|RN|63451-47-8) uanset indhold af urenheder fra fremstillingen, der dog ikke overstiger 17|vægtprocent",0.065
2916130040,"Zinkdimetakrylat (CAS RN 13189-00-9) i form af pulver med en renhed på 99 vægtprocent eller derover, med en stabilisator på ikke over 1 vægtprocent",0.065
2916130090,Andre varer,0.065
2916140010,"2,3-Epoxypropylmethacrylat (CAS RN 106-91-2)",0.065
2916140040,Butylmethacrylat (CAS RN 97-88-1) med en renhedsgrad på 99 vægtprocent eller derover,0.065
2916140050,2-Hydroxyethylmethacrylat (CAS RN 868-77-9) med en renhedsgrad på 97 vægtprocent eller derover,0.065
2916140090,Andre varer,0.065
2916150010,"Fedtsyrer med en kulstofkædelængde på C6, C8, C10, C12, C14, C16 eller C18 med en jodværdi på under 105 g/100 g  og med et forhold mellem frie fedtsyrer og triglycerider (»degree of split«, DoS) på mindst 97 %, herunder enkelte fedtsyrer (også kaldet ""pure cut"") og blandinger, der indeholder en kombination af to eller flere kulstofkædelængder",0.065
2916150090,Andre varer,0.065
2916160000,Binapacryl (ISO),0.065
2916191000,Undecensyrer samt salte og estere deraf,0.059
2916194000,Crotonsyre,0.0
2916199530,"Kalium-(E,E)-hexa-2,4-dienoat (CAS RN 24634-61-5)",0.065
2916199540,Sorbinsyre|til brug ved fremstilling af dyrefoder (CAS RN 110-44-1),0.065
2916199550,Methyl 2-fluoracrylat (CAS RN 2343-89-7),0.065
2916199560,"Metyl 2-fluorprop-2-enoat (CAS RN 2343-89-7) med en renhedsgrad på 93 vægtprocent eller derover, også med ikke over 7 % af stabilisatoren 2,6-di-tert-butyl-p-cresol (CAS RN 128-37-0) og Tetrabutylammoniumnitrit (CAS RN 26501-54-2)",0.065
2916199570,Metyl 3-metyl-2-butenoat (CAS RN 924-50-5) med en renhedsgrad på 99 vægtprocent eller derover,0.065
2916199590,Andre varer,0.065
2916200015,Transfluthrin (ISO) (CAS|RN|118712-89-3),0.065
2916200025,Cyclohexancarbonylchlorid (CAS RN 2719-27-9) med en renhedsgrad på 99 vægtprocent eller derover,0.065
2916200055,"Methyl 2,2-dimethyl-3-(2-methylprop-1-en-1-yl)cyclopropan-1-carboxylat (CAS RN 5460-63-9) med en renhedsgrad på 90 vægtprocent eller derover",0.065
2916200060,3-Cyclohexylpropionsyre (CAS RN 701-97-3),0.065
2916200065,Tefluthrin (ISO) (CAS RN 79538-32-2) med en renhedsgrad på 96 vægtprocent eller derover,0.065
2916200090,Andre varer,0.065
2916310010,Benzylbenzoat|(CAS RN|120-51-4),0.065
2916310020,Phenethylbenzoat (CAS RN 94-47-3) med en renhed på 95 vægtprocent eller derover,0.065
2916310091,natriumbenzoat,0.065
2916310099,Andre varer,0.065
2916320000,Benzoylperoxid og benzoylchlorid,0.065
2916340000,Phenyleddikesyre og salte deraf,0.0
2916391000,Estere af phenyleddikesyre,0.0
2916399013,"3,5-Dinitrobenzoesyre (CAS RN 99-34-3)",0.065
2916399015,2-Chlor-5-nitrobenzoesyre (CAS RN 2516-96-3),0.065
2916399020,"3,5-Dichlorbenzoylchlorid (CAS RN 2905-62-6)",0.065
2916399023,"(2,4,6-Trimethylphenyl)acetylchlorid (CAS RN 52629-46-6)",0.065
2916399025,2-Metyl-3-(4-fluorfenyl)propionylklorid|(CAS RN 1017183-70-8),0.065
2916399027,Methyl 6-Bromo-2-naphthoat (CAS RN 33626-98-1) med en renhedsgrad på 99 vægtprocent eller derover,0.065
2916399028,"2,5-dimethylphenylacetylchlorid (CAS RN 55312-97-5)",0.065
2916399030,"2,4,6-Trimetylbenzoylklorid (CAS RN 938-18-1)",0.065
2916399035,Metyl-4-tert-butylbenzoat|(CAS RN 26537-19-9),0.065
2916399040,Ethyl-4-brom-3-(brommethyl)benzoat (CAS RN 347852-72-6) med en renhedsgrad på 97 vægtprocent eller derover,0.065
2916399043,"2-(3,5-Bis(trifluormethyl)phenyl)-2-methylpropansyre (CAS RN 289686-70-0)",0.065
2916399050,"3,5-Dimetylbenzoylchlorid (CAS RN 6613-44-1)",0.065
2916399055,4-tert-Butylbenzoesyre (CAS RN 98-73-7|),0.065
2916399058,Ibuprofen (INN) (CAS RN 15687-27-1) med en renhedsgrad på 99 vægtprocent eller derover,0.065
2916399063,2-Phenylbutansyre (CAS RN 90-27-7) med en renhedsgrad på 99 vægtprocent eller derover,0.065
2916399067,Nitrobenzoesyre (CAS RN 62-23-7) med en renhedsgrad på 99 vægtprocent eller derover,0.065
2916399073,"(2,4-Dichlorphenyl)acetylklorid (CAS|RN|53056-20-5)",0.065
2916399075,m-Toluylsyre|(CAS RN|99-04-7),0.065
2916399085,"(2,4,5-Trifluorfenyl)eddikesyre (CAS RN 209995-38-0)",0.065
2916399090,Andre varer,0.065
2917110020,Bis(p-metylbenzyl)oxalat (CAS RN 18241-31-1),0.065
2917110030,Cobaltoxalat (CAS RN 814-89-1),0.065
2917110040,Diethyloxalat (CAS RN 95-92-1),0.065
2917110091,Oxalsyre i form af dihydrat (CUS-nummer 0028635-1 og CAS-nummer 6153-56-6) eller i vandfri form (CUS-nummer 0021238-4 og CAS-nummer 144-62-7) eller i vandig opløsning,0.065
2917110099,Andre varer,0.065
2917120010,Adipinsyre (CAS RN 124-04-9),0.065
2917120020,Salte af adipinsyre,0.065
2917120030,"Bis(3,4-epoxycyclohexylmethyl)adipat (CAS RN 3130-19-6) med en renhedsgrad på 97 vægtprocent eller derover",0.065
2917120090,Estere af adipinsyre,0.065
2917131000,Sebacinsyre,0.0
2917139010,Dimethylsebacat (CAS RN 106-79-6),0.06
2917139090,Andre varer,0.06
2917140000,Maleinsyreanhydrid,0.065
2917191010,Dimetylmalonat (CAS RN 108-59-8),0.065
2917191020,Diethylmalonat (CAS RN|105-53-3),0.065
2917191090,I andre tilfælde,0.065
2917192000,"Ethan-1,2-dicarbonsyre eller butandisyre (ravsyre) med et biobaseret carbonindhold på 100|%",0.063
2917198035,Diethylmethylmalonat (CAS RN 609-08-5),0.063
2917198040,"Dodecandisyre (CAS RN 693-23-2), af renhed på over 98,5 vægtprocent",0.063
2917198045,Jernfumarat (CAS RN 141-01-5) med en renhedsgrad på 93 vægtprocent og derover,0.063
2917198050,Tetradecandisyre|(CAS RN 821-38-5),0.063
2917198055,Maleinsyre (CAS RN 110-16-7) med en renhedsgrad på 99 vægtprocent eller derover,0.063
2917198060,Oxalyldichlorid (CAS RN 79-37-8) med en renhedsgrad på 99 vægtprocent eller derover,0.063
2917198065,20-tert-butoxy-20-oxoicosansyre (CAS RN 683239-16-9) med en renhedsgrad på 98 vægtprocent eller derover,0.063
2917198070,Itaconsyre (CAS RN 97-65-4),0.063
2917198075,Ethylenbrassylat (CAS RN 105-95-3) med en renhedsgrad på 97 vægtprocent eller derover,0.063
2917198080,Ethylchlorglyoxylat (CAS RN 4755-77-5) med en renhedsgrad på 98 vægtprocent og derover,0.063
2917198085,Dibutylitaconat (CAS RN 2155-60-4) med en renhedsgrad på 96 vægtprocent eller derover,0.063
2917198090,Andre varer,0.063
2917200030,"1,4,5,6,7,7-Hexachlor-8,9,10-trinorborn-5-en-2,3-dicarboxylsyreanhydrid (CAS RN 115-27-5)",0.06
2917200040,"3-Methyl-1,2,3,6-tetrahydrophthalsyreanhydrid (CAS RN 5333-84-6)",0.06
2917200090,Andre varer,0.06
2917320010,bis(2-ethylhexyl)phthalat (DEHP) (CAS RN 117-81-7),0.065
2917320090,Andre varer,0.065
2917330000,Dinonyl- eller didecylorthophthalater,0.065
2917340010,Diallylphthalat (CAS RN 131-17-9),0.065
2917340015,"1,2-Benzendicarboxyl­syre, di-C6-8-forgrenede alkylestere, C7-rige (CAS RN 71888-89-6)",0.065
2917340020,"1,2-Benzendicarboxyl­syre, di-C7-11-forgre­nede og lineære alkyle­stere (CAS RN 68515-42-4)",0.065
2917340025,"1,2-Benzendicarboxyl­syre, dipentylester, forgrenet og lineær (CAS RN 84777-06-0)",0.065
2917340030,Benzylbutylphthalat (BBP) (CAS RN 85-68-7),0.065
2917340035,bis(2-methoxyethyl)phthalat (CAS RN 117-82-8),0.065
2917340040,Dibutylphthalat (DBP) (CAS RN 84-74-2),0.065
2917340045,Diisobutylphthalat (DIBP) (CAS RN 84-69-5),0.065
2917340050,Diisopentylphthalat (CAS RN 605-50-5),0.065
2917340055,Dipentylphthalat (CAS RN 131-18-0),0.065
2917340060,n-Pentylisopentylphthalat (CAS RN 776297-69-9),0.065
2917340065,"1,2-Benzendicarboxylsyredihexylester, forgrenet og ligekædet  (CAS RN 68515-50-4)",0.065
2917340070,Dihexylphthalat (CAS RN 84-75-3),0.065
2917340090,Andre varer,0.0
2917350000,Phthalsyreanhydrid,0.065
2917360011,"Terephthalsyre af renhed på 99,5 % eller derover, der normalt henhører under Chemical Abstracts Service (»CAS«) nr. 100-21-0, og som normalt svarer til Customs and Statistics (»CUS«) nummer 0023865-3",0.065
2917360019,Andre varer,0.065
2917370010,med en renhedsgrad på 95 vægtprocent eller derover,0.065
2917370090,Andre varer,0.065
2917392000,"Ester eller anhydrid af tetrabromphthalsyre; benzen-1,2,4-tricarboxylsyre; isophthaloyldichlorid, med indhold af terephthaloyldichlorid på 0,8|vægtprocent og derunder; naphthalen-1,4,5,8-tetracarboxylsyre; tetrachlorphthalsyreanhydrid; natrium 3,5-bis(methoxycarbonyl)benzensulfonat",0.0
2917393500,"Bis(2-ethylhexyl)benzen-1,4-dicarboxylat (DOTP)",0.065
2917398520,"Dibutyl-1,4-benzendicarboxylat (CAS RN 1962-75-0)",0.065
2917398525,"Naftalen-1,8-dicarboxylanhydrid (CAS|RN|81-84-5)",0.065
2917398530,"Benzen-1,2:4,5-tetracarboxylsyredianhydrid (CAS RN 89-32-7)",0.065
2917398545,3-(4-Chlorphenyl)glutarsyre (CAS RN 35271-74-0) med en renhedsgrad på 98 vægtprocent eller derover,0.065
2917398550,"1,4,5,8-Naphthalentetracarboxylsyre-1,8-monoanhydrid (CAS RN 52671-72-4)",0.065
2917398555,3-Nitrophthalsyre (CAS RN 603-11-2) med en renhedsgrad på 98 vægtprocent eller derover,0.065
2917398560,"Perylen-3,4:9,10-tetracarboxylsyredianhydrid (CAS RN 128-69-8)",0.065
2917398590,Andre varer,0.0
2918110020,"L-(+)-mælkesyre (CAS RN 79-33-4) med en renhedsgrad på 99 vægtprocent eller derover til brug ved fremstilling af:
— estere og andre derivater (dvs. produkter med nye intramolekylære bånd, dannet ved kemiske reaktioner) eller
— opløsninger, der fremstilles under god fremstillingspraksis (GMP), og som skal leveres til medicinalindustrien",0.065
2918110080,Andre varer,0.065
2918120000,Vinsyre,0.065
2918130000,Salte og estere af vinsyre,0.0
2918140010,Afsendt fra Malaysia,0.065
2918140090,Andre varer,0.065
2918150011,Afsendt fra Malaysia,0.065
2918150019,Andre varer,0.065
2918150090,Andre varer,0.065
2918160010,Natriumgluconat I tør form med Customs Union and Statistics (CUS) nummer 0023277-9 og Chemical Abstracts Service (CAS) registeringsnummer 527-07-1,0.065
2918160090,Andre varer,0.0
2918170000,"2,2-Diphenyl-2-hydroxyeddikesyre (benzilsyre)",0.065
2918180000,Chlorbenzilat (ISO),0.065
2918193010,Cholsyre (CAS RN 81-25-4),0.063
2918193020,"3-α,12-α-Dihydroxy-5-β-kolan-24-syre (desoxykolsyre) (CAS RN 83-44-3)",0.063
2918193090,Andre varer,0.063
2918194000,"2,2-Bis(hydroxymethyl)propionsyre",0.0
2918199820,L-Æbelsyre (CAS RN 97-67-6),0.065
2918199825,(S)-2-Hydroxy-2-phenyleddikesyre (CAS RN 17199-29-0) med en renhedsgrad på 99 % eller derover,0.065
2918199830,Ethyl 1-hydroxycyclopentancarboxylat (CAS RN 41248-23-1),0.065
2918199850,"12-Hydroxyoctadecansyre (CAS RN 106-14-9) med en renhedsgrad på 90 vægtprocent og derover, til brug ved fremstilling af polyglycerin-poly-12-hydroxyoctadecansyreestere",0.065
2918199860,"(R)-tert-butyl 2'-(1-hydroxyethyl)-3-methyl-[1,1'-biphenyl]-4-carboxylat (CAS RN 1246560-92-8) med en renhed på 98 vægtprocent eller derover",0.065
2918199870,Rac-tert-butyl 3-hydroxy-4-pentenoat (CAS RN 122763-67-1) med en renhedsgrad på 98 vægtprocent eller derover,0.065
